,university,journal,issn,access,notes
1069,brandon-cleaned,PHYTOPROTECTION,0031-9511,0,
1070,brandon-cleaned,PHYTOTAXA,1179-3155,0,
1071,brandon-cleaned,PLANNING PRACTICE AND RESEARCH,0269-7459,1,
1072,brandon-cleaned,PLANT AND SOIL,0032-079X,1,
1073,brandon-cleaned,PLANT BIOLOGY,1435-8603,0,
1074,brandon-cleaned,PLANT BIOSYSTEMS,1126-3504,0,
1075,brandon-cleaned,PLANT BIOTECHNOLOGY JOURNAL,1467-7644,1,
1076,brandon-cleaned,PLANT DIVERSITY,2096-2703,0,
1077,brandon-cleaned,PLANT ECOLOGY,1385-0237,0,
1078,brandon-cleaned,PLANT ECOLOGY & DIVERSITY,1755-0874,0,
1079,brandon-cleaned,PLANT ECOLOGY AND EVOLUTION,2032-3913,0,
1080,brandon-cleaned,PLANT SOIL AND ENVIRONMENT,1214-1178,0,
1081,brandon-cleaned,PLANT SPECIES BIOLOGY,0913-557X,1,
1082,brandon-cleaned,PLANT SYSTEMATICS AND EVOLUTION,0378-2697,1,
1083,brandon-cleaned,PLANTA,0032-0935,0,
1084,brandon-cleaned,POLAR-POLITICAL AND LEGAL ANTHROPOLOGY REVIEW,1081-6976,0,
1085,brandon-cleaned,POLAR BIOLOGY,0722-4060,0,
1086,brandon-cleaned,POLAR RECORD,0032-2474,0,
1087,brandon-cleaned,POLICY SCIENCES,0032-2687,0,
1088,brandon-cleaned,POLICY STUDIES,0144-2872,1,
1089,brandon-cleaned,POLICY STUDIES JOURNAL,0190-292X,1,
1090,brandon-cleaned,POLISH JOURNAL OF ECOLOGY,1505-2249,1,
1091,brandon-cleaned,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,1230-1485,1,
1092,brandon-cleaned,POLITICAL GEOGRAPHY,0962-6298,1,
1093,brandon-cleaned,POPULATION ECOLOGY,1438-3896,0,
1094,brandon-cleaned,POTATO RESEARCH,0014-3065,0,
1095,brandon-cleaned,PRESLIA,0032-7786,1,
1096,brandon-cleaned,PREVENTIVE VETERINARY MEDICINE,0167-5877,1,
1097,brandon-cleaned,PRIMATES,0032-8332,0,
1098,brandon-cleaned,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING,1741-7597,0,
1099,brandon-cleaned,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,1741-7589,0,
1100,brandon-cleaned,PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,0370-047X,1,
1101,brandon-cleaned,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0027-8424,1,
1102,brandon-cleaned,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,1,
1103,brandon-cleaned,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,0957-5820,0,
1104,brandon-cleaned,PROFESSIONAL GEOGRAPHER,0033-0124,1,
1105,brandon-cleaned,PROGRESS IN DEVELOPMENT STUDIES,1464-9934,1,
1106,brandon-cleaned,PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL,1002-0071,0,
1107,brandon-cleaned,PROGRESS IN OCEANOGRAPHY,0079-6611,1,
1108,brandon-cleaned,PROGRESS IN PHYSICAL GEOGRAPHY,0309-1333,1,
1109,brandon-cleaned,PROGRESS IN PLANNING,0305-9006,1,
1110,brandon-cleaned,PROPAGATION OF ORNAMENTAL PLANTS,1311-9109,0,
1111,brandon-cleaned,PROTIST,1434-4610,1,
1112,brandon-cleaned,PRZEMYSL CHEMICZNY,0033-2496,0,
1113,brandon-cleaned,PUBLIC ADMINISTRATION REVIEW,0033-3352,1,
1114,brandon-cleaned,PUBLIC HEALTH,0033-3506,1,
1115,brandon-cleaned,PUBLIC UNDERSTANDING OF SCIENCE,0963-6625,1,
1116,brandon-cleaned,QUALITY-ACCESS TO SUCCESS,1582-2559,0,
1117,brandon-cleaned,QUARTERLY REVIEW OF BIOLOGY,0033-5770,1,
1118,brandon-cleaned,QUATERNAIRE,1142-2904,0,
1119,brandon-cleaned,QUATERNARY GEOCHRONOLOGY,1871-1014,0,
1120,brandon-cleaned,QUATERNARY INTERNATIONAL,1040-6182,1,
1121,brandon-cleaned,QUATERNARY SCIENCE REVIEWS,0277-3791,1,
1122,brandon-cleaned,RAFFLES BULLETIN OF ZOOLOGY,0217-2445,1,
1123,brandon-cleaned,RANGE MANAGEMENT AND AGROFORESTRY,0971-2070,0,
1124,brandon-cleaned,RANGELAND ECOLOGY & MANAGEMENT,1550-7424,0,
1125,brandon-cleaned,RANGELAND JOURNAL,1036-9872,0,
1126,brandon-cleaned,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,0951-4198,0,
1127,brandon-cleaned,REDIA-GIORNALE DI ZOOLOGIA,0370-4327,1,
1128,brandon-cleaned,REGIONAL ENVIRONMENTAL CHANGE,1436-3798,0,
1129,brandon-cleaned,REGIONAL STUDIES,0034-3404,1,
1130,brandon-cleaned,REGIONAL STUDIES IN MARINE SCIENCE,2352-4855,0,
1131,brandon-cleaned,REMOTE SENSING OF ENVIRONMENT,0034-4257,1,
1132,brandon-cleaned,RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,2037-4631,0,
1133,brandon-cleaned,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,1364-0321,1,
1134,brandon-cleaned,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,1742-1705,0,
1135,brandon-cleaned,RESEARCH JOURNAL OF CHEMISTRY AND ENVIRONMENT,0972-0626,0,
1136,brandon-cleaned,RESEARCH JOURNAL OF PHARMACEUTICAL BIOLOGICAL AND CHEMICAL SCIENCES,0975-8585,0,
1137,brandon-cleaned,RESEARCH POLICY,0048-7333,1,
1138,brandon-cleaned,RESILIENCE-INTERNATIONAL POLICIES PRACTICES AND DISCOURSES,2169-3293,0,
1139,brandon-cleaned,RESOURCE AND ENERGY ECONOMICS,0928-7655,1,
1140,brandon-cleaned,RESOURCES CONSERVATION AND RECYCLING,0921-3449,1,
1141,brandon-cleaned,RESOURCES POLICY,0301-4207,1,
1142,brandon-cleaned,RESTORATION ECOLOGY,1061-2971,1,
1143,brandon-cleaned,REVIEW OF BEHAVIORAL ECONOMICS,2326-6198,0,
1144,brandon-cleaned,REVIEW OF ENVIRONMENTAL ECONOMICS AND POLICY,1750-6816,0,
1145,brandon-cleaned,REVIEW OF PALAEOBOTANY AND PALYNOLOGY,0034-6667,1,
1146,brandon-cleaned,REVIEW OF POLICY RESEARCH,1541-132X,1,
1147,brandon-cleaned,REVIEWS IN AQUACULTURE,1753-5123,0,
1148,brandon-cleaned,REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,1569-1705,0,
1149,brandon-cleaned,REVIEWS IN FISH BIOLOGY AND FISHERIES,0960-3166,1,
1150,brandon-cleaned,REVIEWS IN FISHERIES SCIENCE,1064-1262,1,
1151,brandon-cleaned,REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2330-8249,0,
1152,brandon-cleaned,REVISTA ARVORE,0100-6762,0,
1153,brandon-cleaned,REVISTA DE BIOLOGIA TROPICAL,0034-7744,0,
1154,brandon-cleaned,REVISTA DE CHIMIE,0034-7752,1,
1155,brandon-cleaned,REVISTA MEXICANA DE BIODIVERSIDAD,1870-3453,0,
1156,brandon-cleaned,REVISTA PUBLICANDO,1390-9304,0,
1157,brandon-cleaned,REVUE D ANTHROPOLOGIE DES CONNAISSANCES,1760-5393,1,
1158,brandon-cleaned,REVUE D ECOLOGIE-LA TERRE ET LA VIE,0249-7395,0,
1159,brandon-cleaned,REVUE DE MEDECINE VETERINAIRE,0035-1555,0,
1160,brandon-cleaned,REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,0253-1933,0,
1161,brandon-cleaned,RHODORA,0035-4902,1,
1162,brandon-cleaned,RISK ANALYSIS,0272-4332,1,
1163,brandon-cleaned,RIVER RESEARCH AND APPLICATIONS,1535-1459,0,
1164,brandon-cleaned,ROMANIAN AGRICULTURAL RESEARCH,1222-4227,0,
1165,brandon-cleaned,ROMANIAN BIOTECHNOLOGICAL LETTERS,1224-5984,1,
1166,brandon-cleaned,RSC ADVANCES,2046-2069,1,
1167,brandon-cleaned,RURAL AND REMOTE HEALTH,1445-6354,1,
1168,brandon-cleaned,RURAL SOCIETY,1037-1656,0,
1169,brandon-cleaned,RURAL SOCIOLOGY,0036-0112,1,
1170,brandon-cleaned,RUSSIAN JOURNAL OF MARINE BIOLOGY,1063-0740,0,
1171,brandon-cleaned,RUSSIAN JOURNAL OF NEMATOLOGY,0869-6918,0,
1172,brandon-cleaned,SAINS MALAYSIANA,0126-6039,0,
1173,brandon-cleaned,SAUDI JOURNAL OF BIOLOGICAL SCIENCES,1319-562X,0,
1174,brandon-cleaned,SCANDINAVIAN JOURNAL OF FOREST RESEARCH,0282-7581,1,
1175,brandon-cleaned,SCIENCE,0036-8075,1,
1176,brandon-cleaned,SCIENCE ADVANCES,2375-2548,1,
1177,brandon-cleaned,SCIENCE AND ENGINEERING ETHICS,1353-3452,1,
1178,brandon-cleaned,SCIENCE AND TECHNOLOGY STUDIES,2243-4690,1,
1179,brandon-cleaned,SCIENCE AS CULTURE,0950-5431,1,
1180,brandon-cleaned,SCIENCE CHINA-EARTH SCIENCES,1674-7313,0,
1181,brandon-cleaned,SCIENCE CHINA-TECHNOLOGICAL SCIENCES,1674-7321,0,
1182,brandon-cleaned,SCIENCE COMMUNICATION,1075-5470,1,
1183,brandon-cleaned,SCIENCE IN CHINA SERIES C-LIFE SCIENCES,1006-9305,0,
1184,brandon-cleaned,SCIENCE IN CHINA SERIES D-EARTH SCIENCES,1006-9313,0,
1185,brandon-cleaned,SCIENCE IN CHINA SERIES E-ENGINEERING & MATERIALS SCIENCE,1006-9321,0,
1186,brandon-cleaned,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,1,
1187,brandon-cleaned,SCIENCE TECHNOLOGY & HUMAN VALUES,0162-2439,1,
1188,brandon-cleaned,SCIENCE TECHNOLOGY AND SOCIETY,0971-7218,1,
1189,brandon-cleaned,SCIENTIA FORESTALIS,1413-9324,1,
1190,brandon-cleaned,SCIENTIA MARINA,0214-8358,0,
1191,brandon-cleaned,SCIENTIFIC PAPERS-SERIES D-ANIMAL SCIENCE,2285-5750,1,
1192,brandon-cleaned,SCIENTIFIC PAPERS-SERIES MANAGEMENT ECONOMIC ENGINEERING IN AGRICULTURE AND RURAL DEVELOPMENT,2284-7995,0,
1193,brandon-cleaned,SCIENTIFIC RESEARCH AND ESSAYS,1992-2248,1,
1194,brandon-cleaned,SCOTTISH GEOGRAPHICAL JOURNAL,1470-2541,0,
1195,brandon-cleaned,SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES,1138-9788,1,
1196,brandon-cleaned,SEED SCIENCE RESEARCH,0960-2585,0,
1197,brandon-cleaned,SEEFOR-SOUTH-EAST EUROPEAN FORESTRY,1847-6481,0,
1198,brandon-cleaned,SILVA FENNICA,0037-5330,0,
1199,brandon-cleaned,SILVAE GENETICA,0037-5349,1,
1200,brandon-cleaned,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,0037-5497,0,
1201,brandon-cleaned,SIMULATION MODELLING PRACTICE AND THEORY,1569-190X,1,
1202,brandon-cleaned,SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,0129-7619,1,
1203,brandon-cleaned,SMALL-SCALE FORESTRY,1873-7617,0,
1204,brandon-cleaned,SMALL RUMINANT RESEARCH,0921-4488,1,
1205,brandon-cleaned,SOCIAL INCLUSION,2183-2803,1,
1206,brandon-cleaned,SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,0539-0184,0,
1207,brandon-cleaned,SOCIAL SCIENCE QUARTERLY,0038-4941,1,
1208,brandon-cleaned,SOCIETY & NATURAL RESOURCES,0894-1920,1,
1209,brandon-cleaned,SOCIOBIOLOGY,0361-6525,1,
1210,brandon-cleaned,SOCIOLOGIA RURALIS,0038-0199,0,
1211,brandon-cleaned,SOCIOLOGICAL INQUIRY,0038-0245,0,
1212,brandon-cleaned,SOCIOLOGICAL QUARTERLY,0038-0253,0,
1213,brandon-cleaned,SOIL & TILLAGE RESEARCH,0167-1987,1,
1214,brandon-cleaned,SOIL BIOLOGY & BIOCHEMISTRY,0038-0717,1,
1215,brandon-cleaned,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,0361-5995,0,
1216,brandon-cleaned,SOIL USE AND MANAGEMENT,0266-0032,0,
1217,brandon-cleaned,SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN,0038-1969,0,
1218,brandon-cleaned,SOUTH AFRICAN GEOGRAPHICAL JOURNAL,0373-6245,0,
1219,brandon-cleaned,SOUTH AFRICAN JOURNAL OF BOTANY,0254-6299,0,
1220,brandon-cleaned,SOUTH AFRICAN JOURNAL OF GEOMATICS,2225-8531,0,
1221,brandon-cleaned,SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS,0258-7203,0,
1222,brandon-cleaned,SOUTH AMERICAN JOURNAL OF HERPETOLOGY,1808-9798,0,
1223,brandon-cleaned,SOUTHEASTERN NATURALIST,1528-7092,1,
1224,brandon-cleaned,SOUTHERN FORESTS,2070-2620,0,
1225,brandon-cleaned,SPANISH JOURNAL OF AGRICULTURAL RESEARCH,1695-971X,0,
1226,brandon-cleaned,SPATIAL STATISTICS,2211-6753,1,
1227,brandon-cleaned,SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,1386-1425,1,
1228,brandon-cleaned,SPRINGERPLUS,2193-1801,1,
1229,brandon-cleaned,STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,1436-3240,0,
1230,brandon-cleaned,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,0165-0521,1,
1231,brandon-cleaned,SURVEYS IN GEOPHYSICS,0169-3298,0,
1232,brandon-cleaned,SUSTAINABILITY SCIENCE,1862-4065,0,
1233,brandon-cleaned,SUSTAINABLE CITIES AND SOCIETY,2210-6707,0,
1234,brandon-cleaned,SUSTAINABLE DEVELOPMENT,0968-0802,0,
1235,brandon-cleaned,SUSTAINABLE WATER RESOURCES MANAGEMENT,2363-5037,0,
1236,brandon-cleaned,SYSTEMATIC BIOLOGY,1063-5157,1,
1237,brandon-cleaned,SYSTEMATICS AND BIODIVERSITY,1477-2000,0,
1238,brandon-cleaned,SYSTEMIC PRACTICE AND ACTION RESEARCH,1094-429X,0,
1239,brandon-cleaned,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,1092-7026,0,
1240,brandon-cleaned,TAIWANIA,0372-333X,0,
1241,brandon-cleaned,TARIH KULTUR VE SANAT ARASTIRMALARI DERGISI-JOURNAL OF HISTORY CULTURE AND ART RESEARCH,2147-0626,1,
1242,brandon-cleaned,TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,1017-0839,0,
1243,brandon-cleaned,THEORETICAL AND APPLIED CLIMATOLOGY,0177-798X,1,
1244,brandon-cleaned,THEORETICAL AND APPLIED ECOLOGY,1995-4301,0,
1245,brandon-cleaned,THEORETICAL AND APPLIED GENETICS,0040-5752,0,
1246,brandon-cleaned,THEORETICAL ECOLOGY,1874-1738,0,
1247,brandon-cleaned,THEORETICAL POPULATION BIOLOGY,0040-5809,1,
1248,brandon-cleaned,THERIOGENOLOGY,0093-691X,1,
1249,brandon-cleaned,THESIS ELEVEN,0725-5136,0,
1250,brandon-cleaned,THIRD WORLD QUARTERLY,0143-6597,1,
1251,brandon-cleaned,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,0040-747X,0,
1252,brandon-cleaned,TOURISM AND HOSPITALITY RESEARCH,1467-3584,1,
1253,brandon-cleaned,TOURISM GEOGRAPHIES,1461-6688,1,
1254,brandon-cleaned,TOURISM MANAGEMENT,0261-5177,1,
1255,brandon-cleaned,TOXICOLOGY AND INDUSTRIAL HEALTH,0748-2337,1,
1256,brandon-cleaned,TOXICOLOGY LETTERS,0378-4274,1,
1257,brandon-cleaned,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,0002-8487,1,
1258,brandon-cleaned,TRANSACTIONS OF THE ASABE,2151-0032,0,
1259,brandon-cleaned,TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,0020-2754,1,
1260,brandon-cleaned,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,0372-1426,0,
1261,brandon-cleaned,TRANSBOUNDARY AND EMERGING DISEASES,1865-1674,0,
1262,brandon-cleaned,TRANSFORMATIONS IN BUSINESS & ECONOMICS,1648-4460,0,
1263,brandon-cleaned,TRANSGENIC RESEARCH,0962-8819,0,
1264,brandon-cleaned,TRANSLATIONAL RESEARCH,1931-5244,0,
1265,brandon-cleaned,TRANSNATIONAL ENVIRONMENTAL LAW,2047-1025,0,
1266,brandon-cleaned,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,1361-9209,1,
1267,brandon-cleaned,TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,1369-8478,1,
1268,brandon-cleaned,TRANSPORTATION RESEARCH RECORD,0361-1981,0,
1269,brandon-cleaned,TREE GENETICS & GENOMES,1614-2942,0,
1270,brandon-cleaned,TREE PHYSIOLOGY,0829-318X,0,
1271,brandon-cleaned,TREES-STRUCTURE AND FUNCTION,0931-1890,0,
1272,brandon-cleaned,TRENDS IN BIOTECHNOLOGY,0167-7799,1,
1273,brandon-cleaned,TRENDS IN ECOLOGY & EVOLUTION,0169-5347,1,
1274,brandon-cleaned,TRENDS IN FOOD SCIENCE & TECHNOLOGY,0924-2244,1,
1275,brandon-cleaned,TRENDS IN PLANT SCIENCE,1360-1385,1,
1276,brandon-cleaned,TROPICAL CONSERVATION SCIENCE,1940-0829,1,
1277,brandon-cleaned,TROPICAL ECOLOGY,0564-3295,1,
1278,brandon-cleaned,TROPICAL GRASSLANDS-FORRAJES TROPICALES,2346-3775,1,
1279,brandon-cleaned,TUEXENIA,0722-494X,1,
1280,brandon-cleaned,TURKISH JOURNAL OF BOTANY,1300-008X,1,
1281,brandon-cleaned,TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES,1303-2712,1,
1282,brandon-cleaned,TURKISH JOURNAL OF ZOOLOGY,1300-0179,0,
1283,brandon-cleaned,UNIVERSITY OF ILLINOIS LAW REVIEW,0276-9948,0,
1284,brandon-cleaned,URBAN ECOSYSTEMS,1083-8155,0,
1285,brandon-cleaned,URBAN FORESTRY & URBAN GREENING,1618-8667,1,
1286,brandon-cleaned,URBAN WATER JOURNAL,1573-062X,0,
1287,brandon-cleaned,URSUS,1537-6176,1,
1288,brandon-cleaned,VADOSE ZONE JOURNAL,1539-1663,1,
1289,brandon-cleaned,VANDERBILT LAW REVIEW,0042-2533,0,
1290,brandon-cleaned,VECTOR-BORNE AND ZOONOTIC DISEASES,1530-3667,0,
1291,brandon-cleaned,VEGETATION HISTORY AND ARCHAEOBOTANY,0939-6314,0,
1292,brandon-cleaned,VETERINARY PARASITOLOGY,0304-4017,1,
1293,brandon-cleaned,VETERINARY RESEARCH COMMUNICATIONS,0165-7380,0,
1294,brandon-cleaned,VIE ET MILIEU-LIFE AND ENVIRONMENT,0240-8759,1,
1295,brandon-cleaned,VIRUS RESEARCH,0168-1702,1,
1296,brandon-cleaned,VITIS,0042-7500,1,
1297,brandon-cleaned,VIVAT ACADEMIA,1575-2844,1,
1298,brandon-cleaned,WASHINGTON LAW REVIEW,0043-0617,0,
1299,brandon-cleaned,WASTE MANAGEMENT & RESEARCH,0734-242X,1,
1300,brandon-cleaned,WATER AIR AND SOIL POLLUTION,0049-6979,0,
1301,brandon-cleaned,WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT,1965-0175,1,
1302,brandon-cleaned,WATER ENVIRONMENT RESEARCH,1061-4303,0,
1303,brandon-cleaned,WATER INTERNATIONAL,0250-8060,0,
1304,brandon-cleaned,WATER POLICY,1366-7017,0,
1305,brandon-cleaned,WATER QUALITY EXPOSURE AND HEALTH,1876-1658,0,
1306,brandon-cleaned,WATER RESEARCH,0043-1354,1,
1307,brandon-cleaned,WATER RESOURCES MANAGEMENT,0920-4741,0,
1308,brandon-cleaned,WATER RESOURCES RESEARCH,0043-1397,0,
1309,brandon-cleaned,WATER SA,0378-4738,0,
1310,brandon-cleaned,WATER SCIENCE AND TECHNOLOGY,0273-1223,0,
1311,brandon-cleaned,WATER SCIENCE AND TECHNOLOGY-WATER SUPPLY,1606-9749,0,
1312,brandon-cleaned,WATERBIRDS,1524-4695,1,
1313,brandon-cleaned,WEATHER AND CLIMATE EXTREMES,2212-0947,1,
1314,brandon-cleaned,WEATHER CLIMATE AND SOCIETY,1948-8327,0,
1315,brandon-cleaned,WEED RESEARCH,0043-1737,1,
1316,brandon-cleaned,WEED SCIENCE,0043-1745,1,
1317,brandon-cleaned,WEED TECHNOLOGY,0890-037X,1,
1318,brandon-cleaned,WESTERN JOURNAL OF APPLIED FORESTRY,0885-6095,0,
1319,brandon-cleaned,WESTERN NORTH AMERICAN NATURALIST,1527-0904,0,
1320,brandon-cleaned,WETLANDS,0277-5212,1,
1321,brandon-cleaned,WETLANDS ECOLOGY AND MANAGEMENT,0923-4861,0,
1322,brandon-cleaned,WIENER TIERARZTLICHE MONATSSCHRIFT,0043-535X,0,
1323,brandon-cleaned,WILDLIFE BIOLOGY,0909-6396,1,
1324,brandon-cleaned,WILDLIFE MONOGRAPHS,0084-0173,1,
1325,brandon-cleaned,WILDLIFE RESEARCH,1035-3712,0,
1326,brandon-cleaned,WILDLIFE SOCIETY BULLETIN,0091-7648,1,
1327,brandon-cleaned,WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,1757-7780,0,
1328,brandon-cleaned,WILEY INTERDISCIPLINARY REVIEWS-ENERGY AND ENVIRONMENT,2041-8396,0,
1329,brandon-cleaned,WILEY INTERDISCIPLINARY REVIEWS-WATER,2049-1948,1,
1330,brandon-cleaned,WORLD BANK RESEARCH OBSERVER,0257-3032,1,
1331,brandon-cleaned,WORLD DEVELOPMENT,0305-750X,1,
1332,brandon-cleaned,WORLD JOURNAL OF SCIENCE TECHNOLOGY AND SUSTAINABLE DEVELOPMENT,2042-5953,0,
1333,brandon-cleaned,WORLD RABBIT SCIENCE,1257-5011,0,
1334,brandon-cleaned,WORLDVIEWS-GLOBAL RELIGIONS CULTURE AND ECOLOGY,1363-5247,1,
1335,brandon-cleaned,ZEITSCHRIFT FUR WIRTSCHAFTSGEOGRAPHIE,0044-3751,0,
1336,brandon-cleaned,ZKG INTERNATIONAL,0949-0205,0,
1337,brandon-cleaned,ZOO BIOLOGY,0733-3188,0,
1338,brandon-cleaned,ZOOKEYS,1313-2989,0,
1339,brandon-cleaned,ZOOLOGIA,1984-4689,0,
1340,brandon-cleaned,ZOOLOGICA SCRIPTA,0300-3256,1,
1341,brandon-cleaned,ZOOLOGICAL SCIENCE,0289-0003,1,
1342,brandon-cleaned,ZOOLOGICAL STUDIES,1021-5506,0,
1343,brandon-cleaned,ZOOLOGISCHER ANZEIGER,0044-5231,1,
1344,brandon-cleaned,ZOOSYSTEMA,1280-9551,1,
1345,brandon-cleaned,ZOOTAXA,1175-5326,0,
1346,brandon-cleaned,ALLGEMEINE FORST UND JAGDZEITUNG,0002-5852,1,
1347,brandon-cleaned,ANNALES BOTANICI FENNICI,0003-3847,0,
1348,brandon-cleaned,ANNALS OF ARID ZONE,0570-1791,0,
1349,brandon-cleaned,AQUACULTURE ECONOMICS & MANAGEMENT,1365-7305,1,
1350,brandon-cleaned,AQUATIC MICROBIAL ECOLOGY,0948-3055,0,
1351,brandon-cleaned,CALIFORNIA COOPERATIVE OCEANIC FISHERIES INVESTIGATIONS REPORTS,0575-3317,1,
1352,brandon-cleaned,COMPUTERS & MATHEMATICS WITH APPLICATIONS,0898-1221,1,
1353,brandon-cleaned,ECONOMY AND SOCIETY,0308-5147,1,
1354,brandon-cleaned,EURASIAN SOIL SCIENCE,1064-2293,0,
1355,brandon-cleaned,GENETIC ANALYSIS-BIOMOLECULAR ENGINEERING,1050-3862,1,
1356,brandon-cleaned,GLOBAL HEALTH ACTION,1654-9880,0,
1357,brandon-cleaned,INTERNATIONAL JOURNAL OF WATER GOVERNANCE,2211-4491,0,
1358,brandon-cleaned,INTERNATIONAL REGIONAL SCIENCE REVIEW,0160-0176,1,
1359,brandon-cleaned,JOURNAL OF AFRICAN ECONOMIES,0963-8024,0,
1360,brandon-cleaned,JOURNAL OF AQUATIC ANIMAL HEALTH,0899-7659,1,
1361,brandon-cleaned,JOURNAL OF INSTITUTIONAL ECONOMICS,1744-1374,0,
1362,brandon-cleaned,JOURNAL OF REPRODUCTION AND FERTILITY,2228-5482,0,
1363,brandon-cleaned,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A,1528-7394,1,
1364,brandon-cleaned,MCGILL INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT LAW AND POLICY,1712-9664,1,
1365,brandon-cleaned,NATURE & RESOURCES,0028-0844,1,
1366,brandon-cleaned,PHARMACEUTICAL BIOLOGY,1388-0209,1,
1367,brandon-cleaned,POLITICS AND THE LIFE SCIENCES,0730-9384,1,
1368,brandon-cleaned,PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION,0016-7878,1,
1369,brandon-cleaned,PURE AND APPLIED CHEMISTRY,0033-4545,1,
1370,brandon-cleaned,REGULATED RIVERS-RESEARCH & MANAGEMENT,0886-9375,0,
1371,brandon-cleaned,VETERINARIJA IR ZOOTECHNIKA,1392-2130,1,
1372,University_of_Florida_Cleaned,3 BIOTECH,2190-572X,1,
1373,University_of_Florida_Cleaned,ACTA ADRIATICA,0001-5113,1,
1374,University_of_Florida_Cleaned,ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE,0906-4702,1,
1375,University_of_Florida_Cleaned,ACTA BOREALIA,0800-3831,1,
1376,University_of_Florida_Cleaned,ACTA BOTANICA BRASILICA,0102-3306,1,
1377,University_of_Florida_Cleaned,ACTA BOTANICA GALLICA,1253-8078,1,
1378,University_of_Florida_Cleaned,ACTA CHIROPTEROLOGICA,1508-1109,1,
1379,University_of_Florida_Cleaned,ACTA HERPETOLOGICA,1827-9635,1,
1380,University_of_Florida_Cleaned,ACTA ICHTHYOLOGICA ET PISCATORIA,0137-1592,1,
1381,University_of_Florida_Cleaned,ACTA OCEANOLOGICA SINICA,0253-505X,1,
1382,University_of_Florida_Cleaned,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,1146-609X,1,
1383,University_of_Florida_Cleaned,ACTA ORNITHOLOGICA,0001-6454,1,
1384,University_of_Florida_Cleaned,ACTA PHYSIOLOGIAE PLANTARUM,0137-5881,1,
1385,University_of_Florida_Cleaned,ACTA SCIENTIARUM POLONORUM-TECHNOLOGIA ALIMENTARIA,1644-0730,1,
1386,University_of_Florida_Cleaned,ACTA SOCIETATIS BOTANICORUM POLONIAE,0001-6977,1,
1387,University_of_Florida_Cleaned,ACTA THERIOLOGICA,0001-7051,0,
1388,University_of_Florida_Cleaned,ACTA TROPICA,0001-706X,1,
1389,University_of_Florida_Cleaned,ACTA ZOOLOGICA BULGARICA,0324-0770,1,
1390,University_of_Florida_Cleaned,ADVANCES IN ATMOSPHERIC SCIENCES,0256-1530,1,
